station,rule,years,n_onset,base_rate,precision,precision_lo,precision_hi,pod,lift,lift_lo,lift_hi,auc,t_star
WLIS_ECO_FL,t* on calibration years,4.7,1018,0.26031434184675833,0.2965034965034965,0.2548262548262548,0.35258964143426297,0.8,1.139020979020979,1.0145772594752185,1.2662585776668747,0.6260467563707434,0.15000000000000002
WLIS_ECO_FL,fixed 0.50,4.7,1018,0.26031434184675833,0.3894736842105263,0.30405405405405406,0.5555555555555556,0.4188679245283019,1.4961668321747765,1.2677491883997896,1.718725413060582,0.6260467563707434,0.5
EXRX_ECO_FL,t* on calibration years,4.7,1073,0.2255358807082945,0.4328018223234624,0.26730310262529833,0.5702005730659025,0.7851239669421488,1.9189932039383273,1.3251681904433328,2.758305903006364,0.81447474415968,0.35000000000000003
EXRX_ECO_FL,fixed 0.50,6.3,1287,0.19036519036519037,0.4792332268370607,0.3209209209209209,0.6071586320040382,0.6122448979591837,2.5174414813848864,1.5559044977881054,4.575712143928036,0.8427102510869992,0.5
